Tikr,KPI,Mar_2010,Mar_2011,Mar_2012,Mar_2013,Mar_2014,Mar_2015,Mar_2016,Mar_2017,Mar_2018,Mar_2019,Mar_2020,Mar_2021,TTM,Dec_2009,Dec_2010,Dec_2011,Dec_2012,Dec_2013,Dec_2014,Dec_2015,Dec_2016,Dec_2017,Dec_2018,Dec_2019,Dec_2020,Jun_2010,Jun_2011,Jun_2012,Jun_2013,Jun_2014,Jun_2015,Jun_2016,Jun_2017,Jun_2018,Jun_2019,Jun_2020,Jun_2021,Sep_2009,Sep_2010,Sep_2011,Sep_2012,Sep_2006,Sep_2007,Sep_2008,Mar_2009,Jun_2009,Sep_2013,Sep_2014,Sep_2015,Sep_2016,Sep_2017,Sep_2018,Sep_2019,Sep_2020,Mar_2008,Nov_2009,Dec_2008,Oct_2010,Oct_2011,Oct_2012,Oct_2013,Mar_2007,Mar_2006,Jun_2007,Jun_2008,Mar_2004,Mar_2003
SHIRPUR-G,Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXTMEDIA,Sales +,0.00,0.00,0.01,0.00,0.00,0.00,0.55,0.84,0.78,1.45,0.00,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXTMEDIA,Expenses +,0.00,0.75,2.84,2.96,2.62,2.53,2.06,119.55,2.05,2.78,1.67,1.35,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXTMEDIA,Operating Profit,0.00,-0.75,-2.83,-2.96,-2.62,-2.53,-1.51,-118.71,-1.27,-1.33,-1.67,-1.35,-1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXTMEDIA,OPM %,,,"-28,300.00%",,,,-274.55%,"-14,132.14%",-162.82%,-91.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXTMEDIA,Other Income,3.71,-14.96,1.81,3.13,0.00,0.00,-117.00,118.38,1.11,0.84,-17.89,0.25,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXTMEDIA,Interest,1.21,0.18,1.78,1.17,0.90,1.01,1.07,1.46,1.12,1.44,1.39,1.39,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXTMEDIA,Depreciation,0.01,0.01,0.03,0.27,0.01,0.06,0.06,0.02,0.01,0.01,0.00,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXTMEDIA,Profit before tax,2.49,-15.90,-2.83,-1.27,-3.53,-3.60,-119.64,-1.81,-1.29,-1.94,-20.95,-2.49,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXTMEDIA,Tax %,21.69%,-3.40%,27.56%,23.62%,0.00%,-30.83%,0.00%,0.00%,-1.55%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXTMEDIA,Net Profit,1.95,-16.44,-2.05,-0.97,-3.52,-4.71,-119.64,-1.81,-1.31,-1.93,-20.95,-2.49,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXTMEDIA,EPS in Rs,0.37,-3.11,-0.39,-0.16,-0.60,-0.72,-18.31,-0.27,-0.20,-0.29,-3.13,-0.37,-0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXTMEDIA,Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDTECH,Sales +,23.17,23.07,24.29,28.76,26.18,29.07,23.74,21.51,25.09,34.11,35.19,42.19,48.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDTECH,Expenses +,19.31,19.91,19.94,23.37,21.13,24.46,23.75,21.52,23.01,31.03,33.31,40.14,47.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDTECH,Operating Profit,3.86,3.16,4.35,5.39,5.05,4.61,-0.01,-0.01,2.08,3.08,1.88,2.05,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDTECH,OPM %,16.66%,13.70%,17.91%,18.74%,19.29%,15.86%,-0.04%,-0.05%,8.29%,9.03%,5.34%,4.86%,2.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDTECH,Other Income,0.85,1.07,0.65,0.26,1.79,0.05,0.22,0.37,0.28,0.25,0.03,0.37,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDTECH,Interest,0.95,1.45,1.55,0.99,0.49,0.10,0.25,0.08,0.32,0.31,0.33,0.23,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDTECH,Depreciation,3.18,1.85,1.96,1.70,4.75,4.76,4.60,0.40,0.38,0.37,0.33,0.33,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDTECH,Profit before tax,0.58,0.93,1.49,2.96,1.60,-0.20,-4.64,-0.12,1.66,2.65,1.25,1.86,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDTECH,Tax %,29.31%,-4.30%,-10.74%,30.41%,31.88%,"-1,800.00%",81.68%,"1,091.67%",-45.78%,37.36%,12.80%,23.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDTECH,Net Profit,0.41,0.97,1.64,2.06,1.08,-3.80,-0.87,1.19,2.43,1.66,1.09,1.42,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDTECH,EPS in Rs,0.22,0.52,0.87,1.10,0.58,-2.02,-0.46,0.63,1.29,0.88,0.58,0.76,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDTECH,Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTLINK,Sales +,165.63,67.32,103.38,154.28,154.32,92.88,0.00,22.59,18.06,20.72,15.16,15.06,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTLINK,Expenses +,139.57,44.92,103.32,155.79,191.53,117.50,36.90,12.50,5.10,44.50,22.78,6.76,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTLINK,Operating Profit,26.06,22.40,0.06,-1.51,-37.21,-24.62,-36.90,10.09,12.96,-23.78,-7.62,8.30,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTLINK,OPM %,15.73%,33.27%,0.06%,-0.98%,-24.11%,-26.51%,,44.67%,71.76%,-114.77%,-50.26%,55.11%,34.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTLINK,Other Income,10.12,5.33,471.89,3.42,34.98,41.37,52.35,4.71,2.83,0.03,-4.21,0.26,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTLINK,Interest,0.10,0.13,0.05,0.07,0.01,0.00,0.05,0.15,0.07,0.20,0.39,0.28,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTLINK,Depreciation,11.79,6.33,4.30,3.89,3.70,3.27,1.38,1.20,1.28,1.23,1.43,1.37,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTLINK,Profit before tax,24.29,21.27,467.60,-2.05,-5.94,13.48,14.02,13.45,14.44,-25.18,-13.65,6.91,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTLINK,Tax %,26.43%,22.14%,21.63%,1.46%,64.81%,2.00%,68.76%,61.49%,23.75%,-12.55%,3.66%,27.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTLINK,Net Profit,17.87,16.56,366.45,-2.02,-2.09,13.21,4.38,5.17,11.00,-28.33,-13.14,5.02,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTLINK,EPS in Rs,5.96,5.52,122.15,-0.67,-0.70,4.40,1.46,2.29,4.88,-16.71,-9.88,3.77,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTLINK,Dividend Payout %,41.97%,36.23%,26.20%,-297.03%,-287.08%,9.08%,0.00%,87.23%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAZEN,Sales +,,594,531,390,474,517,564,544,571,728,832,814,784,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAZEN,Expenses +,,490,501,459,487,528,547,506,525,657,711,678,679,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAZEN,Operating Profit,,104,30,-68,-13,-11,16,37,46,71,121,135,105,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAZEN,OPM %,,17%,6%,-18%,-3%,-2%,3%,7%,8%,10%,15%,17%,13%,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAZEN,Other Income,,6,6,10,23,6,7,14,12,16,13,13,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAZEN,Interest,,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAZEN,Depreciation,,9,7,12,10,15,17,16,15,15,19,20,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAZEN,Profit before tax,,101,29,-70,0,-21,6,36,44,73,114,127,95,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAZEN,Tax %,,36%,32%,-27%,,0%,9%,44%,41%,25%,37%,27%,,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAZEN,Net Profit,,64,20,-90,-1,-21,5,20,26,54,72,93,71,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAZEN,EPS in Rs,,25.65,7.90,-35.81,-0.20,-8.34,2.10,8.02,10.36,21.78,28.88,37.32,28.21,23.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAZEN,Dividend Payout %,,39%,44%,0%,0%,0%,0%,0%,0%,0%,3%,5%,,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,Sales +,1268,2469,2980,3581,4080,4430,4554,4748,5261,5679,5474,6254,6693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,Expenses +,1002,1970,2421,2946,3331,3588,3556,3612,3931,4167,4027,4602,5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,Operating Profit,265,499,559,635,749,842,998,1136,1330,1513,1448,1653,1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,OPM %,21%,20%,19%,18%,18%,19%,22%,24%,25%,27%,26%,26%,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,Other Income,51,77,243,48,40,65,50,64,74,94,91,49,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,Interest,4,9,17,18,40,39,55,36,52,65,58,25,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,Depreciation,14,22,26,32,36,42,45,57,63,69,81,83,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,Profit before tax,299,545,759,633,713,827,948,1107,1289,1473,1400,1594,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,Tax %,17%,20%,20%,19%,21%,21%,24%,23%,22%,-19%,16%,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,Net Profit,248,435,604,511,565,654,723,848,1000,1755,1180,1224,1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,EPS in Rs,2.68,4.48,5.92,5.00,5.53,6.41,7.07,8.30,9.78,17.17,11.54,11.97,12.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,Dividend Payout %,53%,33%,27%,33%,32%,29%,27%,60%,68%,58%,69%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKZOINDIA,Sales +,890,1040,1917,2152,2332,2442,2640,2572,2719,2918,2662,2421,2923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKZOINDIA,Expenses +,854,907,1742,1964,2141,2181,2380,2244,2420,2576,2291,2078,2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKZOINDIA,Operating Profit,36,133,175,188,192,261,260,329,300,342,370,343,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKZOINDIA,OPM %,4%,13%,9%,9%,8%,11%,10%,13%,11%,12%,14%,14%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKZOINDIA,Other Income,187,110,112,138,57,68,110,65,240,43,41,21,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKZOINDIA,Interest,1,2,4,9,2,2,2,3,4,4,9,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKZOINDIA,Depreciation,21,22,37,39,44,53,54,54,58,65,79,76,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKZOINDIA,Profit before tax,200,220,246,279,203,275,314,337,478,316,323,278,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKZOINDIA,Tax %,20%,20%,18%,22%,26%,32%,32%,27%,16%,33%,27%,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKZOINDIA,Net Profit,159,177,202,219,150,186,214,247,401,211,237,208,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKZOINDIA,EPS in Rs,,,,46.89,32.19,39.93,45.91,52.94,85.85,46.33,52.13,45.59,64.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKZOINDIA,Dividend Payout %,37%,38%,36%,171%,233%,50%,153%,42%,26%,52%,27%,110%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JISLJALEQS,Sales +,2682,3322,3765,3506,4128,4202,4233,3656,4170,4402,1972,2121,2613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JISLJALEQS,Expenses +,2078,2602,2999,2884,3484,3572,3546,3050,3558,3715,2206,2026,2311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JISLJALEQS,Operating Profit,604,720,766,622,644,630,687,606,612,687,-234,95,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JISLJALEQS,OPM %,23%,22%,20%,18%,16%,15%,16%,17%,15%,16%,-12%,4%,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JISLJALEQS,Other Income,52,83,31,-43,-142,-17,64,121,145,118,55,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JISLJALEQS,Interest,194,292,423,411,391,400,429,342,276,310,418,445,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JISLJALEQS,Depreciation,69,84,101,120,141,178,229,181,190,173,159,165,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JISLJALEQS,Profit before tax,393,427,273,49,-30,34,93,203,291,323,-755,-476,-272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JISLJALEQS,Tax %,31%,31%,2%,38%,113%,-43%,34%,19%,3%,27%,33%,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JISLJALEQS,Net Profit,271,295,268,30,4,49,61,164,281,235,-508,-307,-152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JISLJALEQS,EPS in Rs,6.80,7.29,6.62,0.69,0.09,1.11,1.34,3.56,5.66,4.72,-10.24,-6.19,-3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JISLJALEQS,Dividend Payout %,13%,13%,15%,76%,593%,47%,39%,22%,18%,22%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,Sales +,3640,4495,5385,7122,8939,9752,11344,12626,10081,11356,11026,11056,11503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,Expenses +,2887,3527,4206,5224,6016,6375,7357,8134,7992,8504,9116,9012,11104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,Operating Profit,754,968,1179,1898,2922,3377,3987,4492,2089,2853,1909,2044,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,OPM %,21%,22%,22%,27%,33%,35%,35%,36%,21%,25%,17%,18%,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,Other Income,65,7,-14,9,405,177,187,82,128,-49,-286,129,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,Interest,28,28,29,33,21,5,24,29,33,35,53,41,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,Depreciation,82,104,132,150,168,337,306,366,390,426,519,503,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,Profit before tax,709,844,1005,1724,3139,3212,3844,4179,1794,2342,1052,1630,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,Tax %,8%,4%,20%,27%,26%,25%,26%,25%,25%,34%,31%,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,Net Profit,649,810,804,1260,2324,2397,2831,3141,1345,1539,728,1259,-149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,EPS in Rs,14.59,18.15,18.01,28.16,51.84,53.34,62.83,69.56,29.74,34.01,16.06,27.74,-3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,Dividend Payout %,18%,17%,18%,14%,12%,14%,12%,11%,17%,15%,37%,23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-N,Sales +,4849,6273,7475,8263,8409,7968,8248,8548,8170,8981,9091,7889,8775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-N,Expenses +,4155,5310,6488,7138,8566,7482,8370,7577,7142,7693,7585,6902,7386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-N,Operating Profit,694,963,987,1125,-157,486,-121,971,1028,1287,1506,988,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-N,OPM %,14%,15%,13%,14%,-2%,6%,-1%,11%,13%,14%,17%,13%,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-N,Other Income,202,133,172,87,-4173,-1712,985,-215,215,68,47,-104,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-N,Interest,315,467,594,656,613,593,447,369,268,220,191,166,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-N,Depreciation,39,48,61,72,86,110,102,132,135,144,228,249,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-N,Profit before tax,542,582,504,484,-5028,-1928,316,255,840,991,1135,469,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-N,Tax %,31%,34%,32%,34%,-1%,-1%,61%,33%,33%,34%,38%,34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-N,Net Profit,376,385,343,321,-5103,-1956,122,170,562,659,705,310,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-N,EPS in Rs,5.99,5.89,5.24,4.91,-70.23,-26.93,1.68,2.34,7.73,9.06,9.70,4.27,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDOWELL-N,Dividend Payout %,8%,8%,10%,10%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEL,Sales +,,,,,11577,10342,8358,3784,4338,4566,4043,887,1507,,,,6988,,,,,,,,,5934,4101,,,,,,,,,,,,,,,,,,,6342,,,,,,,,,,,,,,,,,,,,,
FEL,Expenses +,,,,,10482,9183,7313,2797,3240,3233,2900,751,1362,,,,6182,,,,,,,,,5409,3677,,,,,,,,,,,,,,,,,,,5670,,,,,,,,,,,,,,,,,,,,,
FEL,Operating Profit,,,,,1095,1159,1045,987,1097,1333,1144,136,145,,,,806,,,,,,,,,525,424,,,,,,,,,,,,,,,,,,,672,,,,,,,,,,,,,,,,,,,,,
FEL,OPM %,,,,,9%,11%,12%,26%,25%,29%,28%,15%,10%,,,,12%,,,,,,,,,9%,10%,,,,,,,,,,,,,,,,,,,11%,,,,,,,,,,,,,,,,,,,,,
FEL,Other Income,,,,,3,84,25,198,151,22,27,123,18,,,,255,,,,,,,,,151,11,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,
FEL,Interest,,,,,693,669,497,508,568,583,636,717,701,,,,460,,,,,,,,,301,174,,,,,,,,,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,,,
FEL,Depreciation,,,,,404,513,547,633,698,769,861,610,528,,,,312,,,,,,,,,162,146,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,
FEL,Profit before tax,,,,,1,61,27,44,-19,2,-325,-1068,-1067,,,,288,,,,,,,,,214,115,,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,
FEL,Tax %,,,,,-121%,-21%,21%,0%,35%,-972%,11%,2%,,,,,5%,,,,,,,,,16%,34%,,,,,,,,,,,,,,,,,,,35%,,,,,,,,,,,,,,,,,,,,,
FEL,Net Profit,,,,,3,74,21,44,-12,24,-288,-1050,-1049,,,,273,,,,,,,,,180,77,,,,,,,,,,,,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,
FEL,EPS in Rs,,,,,0.08,1.91,0.55,1.00,-0.27,0.53,-6.34,-23.08,-23.05,,,,7.80,,,,,,,,,5.81,2.35,,,,,,,,,,,,,,,,,,,4.96,,,,,,,,,,,,,,,,,,,,,
FEL,Dividend Payout %,,,,,495%,34%,20%,22%,0%,0%,0%,0%,,,,,9%,,,,,,,,,9%,25%,,,,,,,,,,,,,,,,,,,8%,,,,,,,,,,,,,,,,,,,,,
HITECHGEAR,Sales +,322,425,497,373,361,432,450,448,527,647,509,522,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HITECHGEAR,Expenses +,275,351,411,321,315,379,393,394,457,565,451,440,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HITECHGEAR,Operating Profit,47,74,86,52,46,53,57,55,71,82,58,82,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
